"","RequestType","total.income","race","count"
"641","Homeless Encampment",20210,"Hispanic",80
"642","Homeless Encampment",20336,"Hispanic",1
"643","Homeless Encampment",20356,"Hispanic",1
"644","Homeless Encampment",20401,"Hispanic",139
"645","Homeless Encampment",20468,"Hispanic",16
"646","Homeless Encampment",20820,"Hispanic",387
"647","Homeless Encampment",21075,"AfricanAmerican",48
"648","Homeless Encampment",21211,"AfricanAmerican",83
"649","Homeless Encampment",21227,"Asian",188
"650","Homeless Encampment",21259,"White",227
"651","Homeless Encampment",21532,"Hispanic",92
"652","Homeless Encampment",22045,"Hispanic",380
"653","Homeless Encampment",22228,"AfricanAmerican",81
"654","Homeless Encampment",22309,"Hispanic",60
"655","Homeless Encampment",22418,"Hispanic",120
"656","Homeless Encampment",22518,"Hispanic",233
"657","Homeless Encampment",22638,"Hispanic",95
"658","Homeless Encampment",22834,"Hispanic",114
"659","Homeless Encampment",22865,"Hispanic",521
"660","Homeless Encampment",22981,"Hispanic",10
"661","Homeless Encampment",22996,"Hispanic",105
"662","Homeless Encampment",23083,"Hispanic",127
"663","Homeless Encampment",23466,"Hispanic",63
"664","Homeless Encampment",23575,"Hispanic",140
"665","Homeless Encampment",24393,"Asian",1
"666","Homeless Encampment",24545,"Hispanic",60
"667","Homeless Encampment",24941,"Hispanic",272
"668","Homeless Encampment",25827,"Hispanic",19
"669","Homeless Encampment",25904,"Hispanic",38
"670","Homeless Encampment",25933,"Hispanic",87
"671","Homeless Encampment",26105,"Hispanic",236
"672","Homeless Encampment",26337,"Hispanic",19
"673","Homeless Encampment",26415,"White",38
"674","Homeless Encampment",26438,"Hispanic",151
"675","Homeless Encampment",27088,"Hispanic",6
"676","Homeless Encampment",27546,"White",276
"677","Homeless Encampment",29086,"White",19
"678","Homeless Encampment",30460,"White",23
"679","Homeless Encampment",31003,"White",99
"680","Homeless Encampment",31613,"White",189
"681","Homeless Encampment",31675,"Asian",57
"682","Homeless Encampment",32432,"White",260
"683","Homeless Encampment",33629,"White",139
"684","Homeless Encampment",33953,"White",76
"685","Homeless Encampment",34831,"Hispanic",57
"686","Homeless Encampment",35388,"White",10
"687","Homeless Encampment",35633,"White",33
"688","Homeless Encampment",36258,"White",165
"689","Homeless Encampment",37156,"White",120
"690","Homeless Encampment",37776,"White",98
"691","Homeless Encampment",38518,"White",153
"692","Homeless Encampment",39311,"White",64
"693","Homeless Encampment",39509,"White",15
"694","Homeless Encampment",39664,"White",7
"695","Homeless Encampment",40362,"White",20
"696","Homeless Encampment",40631,"White",178
"697","Homeless Encampment",42001,"White",20
"698","Homeless Encampment",42628,"White",179
"699","Homeless Encampment",42940,"White",222
"700","Homeless Encampment",42963,"White",54
"701","Homeless Encampment",43672,"White",49
"702","Homeless Encampment",44314,"White",105
"703","Homeless Encampment",44887,"White",165
"704","Homeless Encampment",47068,"White",452
"705","Homeless Encampment",48605,"White",86
"706","Homeless Encampment",50272,"White",35
"707","Homeless Encampment",51183,"White",7
"708","Homeless Encampment",53286,"White",81
"709","Homeless Encampment",53733,"White",5
"710","Homeless Encampment",61464,"White",86
"711","Homeless Encampment",61485,"White",17
"712","Homeless Encampment",63516,"White",37
"713","Homeless Encampment",63733,"White",2
"714","Homeless Encampment",64156,"White",3
"715","Homeless Encampment",66707,"White",4
"716","Homeless Encampment",69602,"White",15
"717","Illegal Dumping Pickup",2870,"White",3
"718","Illegal Dumping Pickup",3309,"White",1
"719","Illegal Dumping Pickup",11618,"White",2
"720","Illegal Dumping Pickup",12156,"Hispanic",712
"721","Illegal Dumping Pickup",12324,"Hispanic",109
"722","Illegal Dumping Pickup",12679,"Hispanic",664
"723","Illegal Dumping Pickup",14416,"AfricanAmerican",121
"724","Illegal Dumping Pickup",15022,"Hispanic",801
"725","Illegal Dumping Pickup",15239,"Hispanic",1748
"726","Illegal Dumping Pickup",15325,"Asian",379
"727","Illegal Dumping Pickup",15333,"Hispanic",2376
"728","Illegal Dumping Pickup",15440,"Hispanic",1656
"729","Illegal Dumping Pickup",15495,"Hispanic",924
"730","Illegal Dumping Pickup",15507,"Hispanic",592
"731","Illegal Dumping Pickup",15632,"Hispanic",255
"732","Illegal Dumping Pickup",15653,"Hispanic",902
"733","Illegal Dumping Pickup",15871,"Hispanic",843
"734","Illegal Dumping Pickup",15932,"Hispanic",519
"735","Illegal Dumping Pickup",15997,"Hispanic",682
"736","Illegal Dumping Pickup",16128,"Hispanic",864
"737","Illegal Dumping Pickup",16295,"Hispanic",360
"738","Illegal Dumping Pickup",16537,"Hispanic",1702
"739","Illegal Dumping Pickup",16659,"Hispanic",639
"740","Illegal Dumping Pickup",16956,"White",253
"741","Illegal Dumping Pickup",16970,"Hispanic",248
"742","Illegal Dumping Pickup",17075,"White",1
"743","Illegal Dumping Pickup",17110,"Hispanic",1
"744","Illegal Dumping Pickup",17163,"Hispanic",476
"745","Illegal Dumping Pickup",17239,"Hispanic",1444
"746","Illegal Dumping Pickup",17269,"White",67
"747","Illegal Dumping Pickup",17312,"Hispanic",348
"748","Illegal Dumping Pickup",18407,"Hispanic",963
"749","Illegal Dumping Pickup",18537,"Hispanic",729
"750","Illegal Dumping Pickup",18783,"Hispanic",1227
"751","Illegal Dumping Pickup",18932,"Hispanic",1668
"752","Illegal Dumping Pickup",19067,"Hispanic",1217
"753","Illegal Dumping Pickup",19103,"Hispanic",1056
"754","Illegal Dumping Pickup",19309,"Hispanic",975
"755","Illegal Dumping Pickup",20122,"Hispanic",1400
"756","Illegal Dumping Pickup",20135,"Hispanic",569
"757","Illegal Dumping Pickup",20210,"Hispanic",859
"758","Illegal Dumping Pickup",20336,"Hispanic",4
"759","Illegal Dumping Pickup",20356,"Hispanic",3
"760","Illegal Dumping Pickup",20401,"Hispanic",852
"761","Illegal Dumping Pickup",20468,"Hispanic",175
"762","Illegal Dumping Pickup",20820,"Hispanic",1242
"763","Illegal Dumping Pickup",21075,"AfricanAmerican",924
"764","Illegal Dumping Pickup",21211,"AfricanAmerican",1184
"765","Illegal Dumping Pickup",21227,"Asian",361
"766","Illegal Dumping Pickup",21259,"White",557
"767","Illegal Dumping Pickup",21532,"Hispanic",1031
"768","Illegal Dumping Pickup",22045,"Hispanic",684
"769","Illegal Dumping Pickup",22228,"AfricanAmerican",821
"770","Illegal Dumping Pickup",22309,"Hispanic",699
"771","Illegal Dumping Pickup",22418,"Hispanic",1094
"772","Illegal Dumping Pickup",22518,"Hispanic",1063
"773","Illegal Dumping Pickup",22638,"Hispanic",897
"774","Illegal Dumping Pickup",22834,"Hispanic",1245
"775","Illegal Dumping Pickup",22865,"Hispanic",1826
"776","Illegal Dumping Pickup",22981,"Hispanic",206
"777","Illegal Dumping Pickup",22996,"Hispanic",538
"778","Illegal Dumping Pickup",23083,"Hispanic",1078
"779","Illegal Dumping Pickup",23466,"Hispanic",510
"780","Illegal Dumping Pickup",23575,"Hispanic",828
"781","Illegal Dumping Pickup",23971,"Asian",1
"782","Illegal Dumping Pickup",24545,"Hispanic",307
"783","Illegal Dumping Pickup",24941,"Hispanic",1576
"784","Illegal Dumping Pickup",25827,"Hispanic",576
"785","Illegal Dumping Pickup",25904,"Hispanic",302
"786","Illegal Dumping Pickup",25933,"Hispanic",1011
"787","Illegal Dumping Pickup",26105,"Hispanic",368
"788","Illegal Dumping Pickup",26337,"Hispanic",102
"789","Illegal Dumping Pickup",26415,"White",426
"790","Illegal Dumping Pickup",26438,"Hispanic",417
"791","Illegal Dumping Pickup",27088,"Hispanic",265
"792","Illegal Dumping Pickup",27546,"White",647
"793","Illegal Dumping Pickup",28625,"White",11
"794","Illegal Dumping Pickup",29086,"White",332
"795","Illegal Dumping Pickup",30460,"White",433
"796","Illegal Dumping Pickup",31003,"White",490
"797","Illegal Dumping Pickup",31613,"White",263
"798","Illegal Dumping Pickup",31675,"Asian",38
"799","Illegal Dumping Pickup",31713,"AfricanAmerican",3
"800","Illegal Dumping Pickup",32432,"White",341
"801","Illegal Dumping Pickup",33629,"White",782
"802","Illegal Dumping Pickup",33730,"White",20
"803","Illegal Dumping Pickup",33953,"White",330
"804","Illegal Dumping Pickup",34831,"Hispanic",525
"805","Illegal Dumping Pickup",35026,"White",1
"806","Illegal Dumping Pickup",35388,"White",159
"807","Illegal Dumping Pickup",35633,"White",367
"808","Illegal Dumping Pickup",36258,"White",786
"809","Illegal Dumping Pickup",37156,"White",449
"810","Illegal Dumping Pickup",37776,"White",462
"811","Illegal Dumping Pickup",38518,"White",416
"812","Illegal Dumping Pickup",39311,"White",177
"813","Illegal Dumping Pickup",39509,"White",112
"814","Illegal Dumping Pickup",39664,"White",161
"815","Illegal Dumping Pickup",40243,"White",8
"816","Illegal Dumping Pickup",40362,"White",284
"817","Illegal Dumping Pickup",40631,"White",578
"818","Illegal Dumping Pickup",42001,"White",23
"819","Illegal Dumping Pickup",42578,"White",2
"820","Illegal Dumping Pickup",42628,"White",236
"821","Illegal Dumping Pickup",42940,"White",380
"822","Illegal Dumping Pickup",42963,"White",257
"823","Illegal Dumping Pickup",43672,"White",322
"824","Illegal Dumping Pickup",44314,"White",282
"825","Illegal Dumping Pickup",44717,"AfricanAmerican",8
"826","Illegal Dumping Pickup",44887,"White",327
"827","Illegal Dumping Pickup",45249,"White",1
"828","Illegal Dumping Pickup",47068,"White",904
"829","Illegal Dumping Pickup",48321,"White",32
"830","Illegal Dumping Pickup",48605,"White",263
"831","Illegal Dumping Pickup",49150,"White",2
"832","Illegal Dumping Pickup",50272,"White",409
"833","Illegal Dumping Pickup",50613,"White",1
"834","Illegal Dumping Pickup",51183,"White",48
"835","Illegal Dumping Pickup",53286,"White",251
"836","Illegal Dumping Pickup",53733,"White",39
"837","Illegal Dumping Pickup",61464,"White",220
"838","Illegal Dumping Pickup",61485,"White",183
"839","Illegal Dumping Pickup",63516,"White",85
"840","Illegal Dumping Pickup",63733,"White",6
"841","Illegal Dumping Pickup",64156,"White",10
"842","Illegal Dumping Pickup",66707,"White",5
"843","Illegal Dumping Pickup",69602,"White",62
"844","Illegal Dumping Pickup",75404,"White",37
"845","Metal/Household Appliances",12156,"Hispanic",27
"846","Metal/Household Appliances",12324,"Hispanic",23
"847","Metal/Household Appliances",12679,"Hispanic",386
"848","Metal/Household Appliances",14416,"AfricanAmerican",25
"849","Metal/Household Appliances",15022,"Hispanic",553
"850","Metal/Household Appliances",15239,"Hispanic",1352
"851","Metal/Household Appliances",15325,"Asian",220
"852","Metal/Household Appliances",15333,"Hispanic",1200
"853","Metal/Household Appliances",15440,"Hispanic",1014
"854","Metal/Household Appliances",15495,"Hispanic",459
"855","Metal/Household Appliances",15507,"Hispanic",453
"856","Metal/Household Appliances",15632,"Hispanic",190
"857","Metal/Household Appliances",15653,"Hispanic",685
"858","Metal/Household Appliances",15871,"Hispanic",636
"859","Metal/Household Appliances",15932,"Hispanic",299
"860","Metal/Household Appliances",15997,"Hispanic",403
"861","Metal/Household Appliances",16128,"Hispanic",601
"862","Metal/Household Appliances",16295,"Hispanic",170
"863","Metal/Household Appliances",16537,"Hispanic",1225
"864","Metal/Household Appliances",16659,"Hispanic",312
"865","Metal/Household Appliances",16956,"White",476
"866","Metal/Household Appliances",16970,"Hispanic",213
"867","Metal/Household Appliances",17163,"Hispanic",451
"868","Metal/Household Appliances",17239,"Hispanic",952
"869","Metal/Household Appliances",17269,"White",15
"870","Metal/Household Appliances",17312,"Hispanic",155
"871","Metal/Household Appliances",18407,"Hispanic",713
"872","Metal/Household Appliances",18537,"Hispanic",730
"873","Metal/Household Appliances",18783,"Hispanic",765
"874","Metal/Household Appliances",18932,"Hispanic",1415
"875","Metal/Household Appliances",19067,"Hispanic",1090
"876","Metal/Household Appliances",19103,"Hispanic",627
"877","Metal/Household Appliances",19309,"Hispanic",758
"878","Metal/Household Appliances",20122,"Hispanic",1167
"879","Metal/Household Appliances",20135,"Hispanic",572
"880","Metal/Household Appliances",20210,"Hispanic",691
"881","Metal/Household Appliances",20356,"Hispanic",1
"882","Metal/Household Appliances",20401,"Hispanic",700
"883","Metal/Household Appliances",20468,"Hispanic",191
"884","Metal/Household Appliances",20820,"Hispanic",1037
"885","Metal/Household Appliances",21075,"AfricanAmerican",1119
"886","Metal/Household Appliances",21211,"AfricanAmerican",1195
"887","Metal/Household Appliances",21227,"Asian",467
"888","Metal/Household Appliances",21259,"White",502
"889","Metal/Household Appliances",21532,"Hispanic",1400
"890","Metal/Household Appliances",22045,"Hispanic",1019
"891","Metal/Household Appliances",22228,"AfricanAmerican",875
"892","Metal/Household Appliances",22309,"Hispanic",894
"893","Metal/Household Appliances",22418,"Hispanic",1375
"894","Metal/Household Appliances",22518,"Hispanic",1002
"895","Metal/Household Appliances",22638,"Hispanic",1252
"896","Metal/Household Appliances",22834,"Hispanic",1211
"897","Metal/Household Appliances",22865,"Hispanic",1546
"898","Metal/Household Appliances",22981,"Hispanic",169
"899","Metal/Household Appliances",22996,"Hispanic",389
"900","Metal/Household Appliances",23083,"Hispanic",1666
"901","Metal/Household Appliances",23466,"Hispanic",445
"902","Metal/Household Appliances",23575,"Hispanic",745
"903","Metal/Household Appliances",24545,"Hispanic",366
"904","Metal/Household Appliances",24941,"Hispanic",1754
"905","Metal/Household Appliances",25827,"Hispanic",1080
"906","Metal/Household Appliances",25904,"Hispanic",548
"907","Metal/Household Appliances",25933,"Hispanic",796
"908","Metal/Household Appliances",26105,"Hispanic",793
"909","Metal/Household Appliances",26337,"Hispanic",123
"910","Metal/Household Appliances",26415,"White",729
"911","Metal/Household Appliances",26438,"Hispanic",414
"912","Metal/Household Appliances",27088,"Hispanic",312
"913","Metal/Household Appliances",27546,"White",911
"914","Metal/Household Appliances",28625,"White",19
"915","Metal/Household Appliances",29086,"White",656
"916","Metal/Household Appliances",30460,"White",664
"917","Metal/Household Appliances",31003,"White",1292
"918","Metal/Household Appliances",31613,"White",584
"919","Metal/Household Appliances",31675,"Asian",20
"920","Metal/Household Appliances",32432,"White",1166
"921","Metal/Household Appliances",33629,"White",1052
"922","Metal/Household Appliances",33730,"White",106
"923","Metal/Household Appliances",33953,"White",567
"924","Metal/Household Appliances",34831,"Hispanic",921
"925","Metal/Household Appliances",35388,"White",157
"926","Metal/Household Appliances",35633,"White",539
"927","Metal/Household Appliances",36258,"White",1070
"928","Metal/Household Appliances",37156,"White",987
"929","Metal/Household Appliances",37776,"White",723
"930","Metal/Household Appliances",38518,"White",746
"931","Metal/Household Appliances",39311,"White",393
"932","Metal/Household Appliances",39509,"White",745
"933","Metal/Household Appliances",39664,"White",999
"934","Metal/Household Appliances",40243,"White",18
"935","Metal/Household Appliances",40362,"White",638
"936","Metal/Household Appliances",40631,"White",667
"937","Metal/Household Appliances",42001,"White",19
"938","Metal/Household Appliances",42578,"White",12
"939","Metal/Household Appliances",42628,"White",711
"940","Metal/Household Appliances",42940,"White",685
"941","Metal/Household Appliances",42963,"White",434
"942","Metal/Household Appliances",43672,"White",673
"943","Metal/Household Appliances",44314,"White",904
"944","Metal/Household Appliances",44717,"AfricanAmerican",26
"945","Metal/Household Appliances",44887,"White",581
"946","Metal/Household Appliances",47068,"White",722
"947","Metal/Household Appliances",48321,"White",164
"948","Metal/Household Appliances",48605,"White",351
"949","Metal/Household Appliances",50272,"White",732
"950","Metal/Household Appliances",50613,"White",2
"951","Metal/Household Appliances",51183,"White",97
"952","Metal/Household Appliances",53286,"White",574
"953","Metal/Household Appliances",53564,"White",1
"954","Metal/Household Appliances",53733,"White",192
"955","Metal/Household Appliances",61464,"White",393
"956","Metal/Household Appliances",61485,"White",627
"957","Metal/Household Appliances",63516,"White",175
"958","Metal/Household Appliances",63733,"White",2
"959","Metal/Household Appliances",64156,"White",43
"960","Metal/Household Appliances",66707,"White",32
"961","Metal/Household Appliances",69602,"White",574
"962","Metal/Household Appliances",75404,"White",204
"963","Multiple Streetlight Issue",3309,"White",1
"964","Multiple Streetlight Issue",12156,"Hispanic",44
"965","Multiple Streetlight Issue",12324,"Hispanic",15
"966","Multiple Streetlight Issue",12679,"Hispanic",43
"967","Multiple Streetlight Issue",14416,"AfricanAmerican",53
"968","Multiple Streetlight Issue",15022,"Hispanic",38
"969","Multiple Streetlight Issue",15239,"Hispanic",53
"970","Multiple Streetlight Issue",15325,"Asian",77
"971","Multiple Streetlight Issue",15333,"Hispanic",74
"972","Multiple Streetlight Issue",15440,"Hispanic",103
"973","Multiple Streetlight Issue",15495,"Hispanic",35
"974","Multiple Streetlight Issue",15507,"Hispanic",15
"975","Multiple Streetlight Issue",15632,"Hispanic",81
"976","Multiple Streetlight Issue",15653,"Hispanic",20
"977","Multiple Streetlight Issue",15871,"Hispanic",120
"978","Multiple Streetlight Issue",15932,"Hispanic",16
"979","Multiple Streetlight Issue",15997,"Hispanic",41
"980","Multiple Streetlight Issue",16128,"Hispanic",24
"981","Multiple Streetlight Issue",16295,"Hispanic",12
"982","Multiple Streetlight Issue",16537,"Hispanic",58
"983","Multiple Streetlight Issue",16659,"Hispanic",32
"984","Multiple Streetlight Issue",16956,"White",85
"985","Multiple Streetlight Issue",16970,"Hispanic",10
"986","Multiple Streetlight Issue",17163,"Hispanic",24
"987","Multiple Streetlight Issue",17239,"Hispanic",13
"988","Multiple Streetlight Issue",17269,"White",58
"989","Multiple Streetlight Issue",17312,"Hispanic",45
"990","Multiple Streetlight Issue",18407,"Hispanic",9
"991","Multiple Streetlight Issue",18537,"Hispanic",32
"992","Multiple Streetlight Issue",18783,"Hispanic",48
"993","Multiple Streetlight Issue",18932,"Hispanic",115
"994","Multiple Streetlight Issue",19067,"Hispanic",48
"995","Multiple Streetlight Issue",19103,"Hispanic",44
"996","Multiple Streetlight Issue",19309,"Hispanic",78
"997","Multiple Streetlight Issue",20122,"Hispanic",46
"998","Multiple Streetlight Issue",20135,"Hispanic",20
"999","Multiple Streetlight Issue",20210,"Hispanic",34
"1000","Multiple Streetlight Issue",20356,"Hispanic",1
"1001","Multiple Streetlight Issue",20401,"Hispanic",76
"1002","Multiple Streetlight Issue",20468,"Hispanic",15
"1003","Multiple Streetlight Issue",20820,"Hispanic",161
"1004","Multiple Streetlight Issue",21075,"AfricanAmerican",56
"1005","Multiple Streetlight Issue",21211,"AfricanAmerican",41
"1006","Multiple Streetlight Issue",21227,"Asian",30
"1007","Multiple Streetlight Issue",21259,"White",27
"1008","Multiple Streetlight Issue",21532,"Hispanic",21
"1009","Multiple Streetlight Issue",22045,"Hispanic",50
"1010","Multiple Streetlight Issue",22228,"AfricanAmerican",81
"1011","Multiple Streetlight Issue",22309,"Hispanic",14
"1012","Multiple Streetlight Issue",22418,"Hispanic",36
"1013","Multiple Streetlight Issue",22518,"Hispanic",26
"1014","Multiple Streetlight Issue",22638,"Hispanic",46
"1015","Multiple Streetlight Issue",22834,"Hispanic",34
"1016","Multiple Streetlight Issue",22865,"Hispanic",58
"1017","Multiple Streetlight Issue",22981,"Hispanic",21
"1018","Multiple Streetlight Issue",22996,"Hispanic",10
"1019","Multiple Streetlight Issue",23083,"Hispanic",113
"1020","Multiple Streetlight Issue",23466,"Hispanic",22
"1021","Multiple Streetlight Issue",23575,"Hispanic",41
"1022","Multiple Streetlight Issue",23578,"AfricanAmerican",1
"1023","Multiple Streetlight Issue",24545,"Hispanic",9
"1024","Multiple Streetlight Issue",24941,"Hispanic",25
"1025","Multiple Streetlight Issue",25827,"Hispanic",68
"1026","Multiple Streetlight Issue",25904,"Hispanic",21
"1027","Multiple Streetlight Issue",25933,"Hispanic",32
"1028","Multiple Streetlight Issue",26105,"Hispanic",18
"1029","Multiple Streetlight Issue",26337,"Hispanic",4
"1030","Multiple Streetlight Issue",26415,"White",10
"1031","Multiple Streetlight Issue",26438,"Hispanic",33
"1032","Multiple Streetlight Issue",27088,"Hispanic",13
"1033","Multiple Streetlight Issue",27546,"White",59
"1034","Multiple Streetlight Issue",28625,"White",1
"1035","Multiple Streetlight Issue",29086,"White",26
"1036","Multiple Streetlight Issue",30460,"White",36
"1037","Multiple Streetlight Issue",31003,"White",49
"1038","Multiple Streetlight Issue",31613,"White",14
"1039","Multiple Streetlight Issue",31675,"Asian",11
"1040","Multiple Streetlight Issue",32432,"White",36
"1041","Multiple Streetlight Issue",33629,"White",28
"1042","Multiple Streetlight Issue",33730,"White",7
"1043","Multiple Streetlight Issue",33953,"White",25
"1044","Multiple Streetlight Issue",34831,"Hispanic",69
"1045","Multiple Streetlight Issue",35388,"White",8
"1046","Multiple Streetlight Issue",35633,"White",26
"1047","Multiple Streetlight Issue",36258,"White",52
"1048","Multiple Streetlight Issue",37156,"White",185
"1049","Multiple Streetlight Issue",37776,"White",50
"1050","Multiple Streetlight Issue",38518,"White",26
"1051","Multiple Streetlight Issue",39311,"White",36
"1052","Multiple Streetlight Issue",39509,"White",5
"1053","Multiple Streetlight Issue",39664,"White",19
"1054","Multiple Streetlight Issue",40362,"White",40
"1055","Multiple Streetlight Issue",40631,"White",72
"1056","Multiple Streetlight Issue",42001,"White",1
"1057","Multiple Streetlight Issue",42628,"White",7
"1058","Multiple Streetlight Issue",42940,"White",175
"1059","Multiple Streetlight Issue",42963,"White",46
"1060","Multiple Streetlight Issue",43672,"White",65
"1061","Multiple Streetlight Issue",44314,"White",54
"1062","Multiple Streetlight Issue",44887,"White",150
"1063","Multiple Streetlight Issue",47068,"White",22
"1064","Multiple Streetlight Issue",48321,"White",37
"1065","Multiple Streetlight Issue",48605,"White",12
"1066","Multiple Streetlight Issue",50272,"White",128
"1067","Multiple Streetlight Issue",50613,"White",1
"1068","Multiple Streetlight Issue",51183,"White",42
"1069","Multiple Streetlight Issue",53286,"White",55
"1070","Multiple Streetlight Issue",53733,"White",12
"1071","Multiple Streetlight Issue",61464,"White",23
"1072","Multiple Streetlight Issue",61485,"White",118
"1073","Multiple Streetlight Issue",63516,"White",6
"1074","Multiple Streetlight Issue",63733,"White",14
"1075","Multiple Streetlight Issue",64156,"White",4
"1076","Multiple Streetlight Issue",66707,"White",12
"1077","Multiple Streetlight Issue",69602,"White",50
"1078","Multiple Streetlight Issue",75404,"White",15
"1079","Other",3309,"White",2
"1080","Other",12156,"Hispanic",111
"1081","Other",12324,"Hispanic",16
"1082","Other",12679,"Hispanic",122
"1083","Other",14416,"AfricanAmerican",55
"1084","Other",15022,"Hispanic",122
"1085","Other",15239,"Hispanic",160
"1086","Other",15325,"Asian",183
"1087","Other",15333,"Hispanic",179
"1088","Other",15440,"Hispanic",233
"1089","Other",15495,"Hispanic",87
"1090","Other",15507,"Hispanic",43
"1091","Other",15632,"Hispanic",70
"1092","Other",15653,"Hispanic",73
"1093","Other",15871,"Hispanic",203
"1094","Other",15932,"Hispanic",53
"1095","Other",15997,"Hispanic",94
"1096","Other",16128,"Hispanic",126
"1097","Other",16295,"Hispanic",22
"1098","Other",16537,"Hispanic",165
"1099","Other",16659,"Hispanic",89
"1100","Other",16956,"White",70
"1101","Other",16970,"Hispanic",49
"1102","Other",17075,"White",1
"1103","Other",17163,"Hispanic",122
"1104","Other",17239,"Hispanic",198
"1105","Other",17269,"White",59
"1106","Other",17312,"Hispanic",172
"1107","Other",18407,"Hispanic",116
"1108","Other",18537,"Hispanic",207
"1109","Other",18783,"Hispanic",167
"1110","Other",18932,"Hispanic",325
"1111","Other",19067,"Hispanic",147
"1112","Other",19103,"Hispanic",150
"1113","Other",19309,"Hispanic",266
"1114","Other",20122,"Hispanic",228
"1115","Other",20135,"Hispanic",148
"1116","Other",20210,"Hispanic",153
"1117","Other",20401,"Hispanic",149
"1118","Other",20468,"Hispanic",33
"1119","Other",20820,"Hispanic",275
"1120","Other",21075,"AfricanAmerican",120
"1121","Other",21211,"AfricanAmerican",175
"1122","Other",21227,"Asian",113
"1123","Other",21259,"White",130
"1124","Other",21532,"Hispanic",245
"1125","Other",22045,"Hispanic",180
"1126","Other",22228,"AfricanAmerican",145
"1127","Other",22309,"Hispanic",149
"1128","Other",22418,"Hispanic",341
"1129","Other",22518,"Hispanic",270
"1130","Other",22638,"Hispanic",276
"1131","Other",22834,"Hispanic",253
"1132","Other",22865,"Hispanic",349
"1133","Other",22981,"Hispanic",29
"1134","Other",22996,"Hispanic",69
"1135","Other",23083,"Hispanic",224
"1136","Other",23466,"Hispanic",68
"1137","Other",23575,"Hispanic",151
"1138","Other",23578,"AfricanAmerican",1
"1139","Other",24545,"Hispanic",41
"1140","Other",24941,"Hispanic",243
"1141","Other",25827,"Hispanic",178
"1142","Other",25904,"Hispanic",84
"1143","Other",25933,"Hispanic",136
"1144","Other",26105,"Hispanic",148
"1145","Other",26337,"Hispanic",20
"1146","Other",26415,"White",145
"1147","Other",26438,"Hispanic",88
"1148","Other",27088,"Hispanic",38
"1149","Other",27546,"White",201
"1150","Other",28266,"Hispanic",2
"1151","Other",28625,"White",2
"1152","Other",29086,"White",83
"1153","Other",30460,"White",107
"1154","Other",31003,"White",185
"1155","Other",31613,"White",117
"1156","Other",31675,"Asian",59
"1157","Other",32432,"White",117
"1158","Other",33629,"White",148
"1159","Other",33730,"White",5
"1160","Other",33953,"White",121
"1161","Other",34831,"Hispanic",164
"1162","Other",35388,"White",44
"1163","Other",35633,"White",103
"1164","Other",36258,"White",190
"1165","Other",37156,"White",159
"1166","Other",37776,"White",108
"1167","Other",38518,"White",175
"1168","Other",39311,"White",96
"1169","Other",39509,"White",65
"1170","Other",39664,"White",73
"1171","Other",40362,"White",125
"1172","Other",40631,"White",125
"1173","Other",42001,"White",13
"1174","Other",42578,"White",1
"1175","Other",42628,"White",148
"1176","Other",42940,"White",134
"1177","Other",42963,"White",82
"1178","Other",43672,"White",135
"1179","Other",44136,"White",2
"1180","Other",44314,"White",147
"1181","Other",44717,"AfricanAmerican",6
"1182","Other",44887,"White",120
"1183","Other",47068,"White",266
"1184","Other",48321,"White",39
"1185","Other",48605,"White",92
"1186","Other",50272,"White",208
"1187","Other",51183,"White",52
"1188","Other",52538,"White",4
"1189","Other",53286,"White",193
"1190","Other",53733,"White",36
"1191","Other",61464,"White",107
"1192","Other",61485,"White",111
"1193","Other",63516,"White",63
"1194","Other",63733,"White",11
"1195","Other",64156,"White",15
"1196","Other",66707,"White",8
"1197","Other",69602,"White",83
"1198","Other",75404,"White",39
"1199","Report Water Waste",12156,"Hispanic",2
"1200","Report Water Waste",12679,"Hispanic",11
"1201","Report Water Waste",14416,"AfricanAmerican",3
"1202","Report Water Waste",15022,"Hispanic",7
"1203","Report Water Waste",15239,"Hispanic",17
"1204","Report Water Waste",15325,"Asian",13
"1205","Report Water Waste",15333,"Hispanic",9
"1206","Report Water Waste",15440,"Hispanic",15
"1207","Report Water Waste",15495,"Hispanic",5
"1208","Report Water Waste",15507,"Hispanic",7
"1209","Report Water Waste",15632,"Hispanic",10
"1210","Report Water Waste",15653,"Hispanic",5
"1211","Report Water Waste",15871,"Hispanic",8
"1212","Report Water Waste",15932,"Hispanic",7
"1213","Report Water Waste",15997,"Hispanic",6
"1214","Report Water Waste",16128,"Hispanic",6
"1215","Report Water Waste",16537,"Hispanic",4
"1216","Report Water Waste",16956,"White",10
"1217","Report Water Waste",16970,"Hispanic",1
"1218","Report Water Waste",17163,"Hispanic",11
"1219","Report Water Waste",17239,"Hispanic",9
"1220","Report Water Waste",17312,"Hispanic",8
"1221","Report Water Waste",18407,"Hispanic",11
"1222","Report Water Waste",18537,"Hispanic",8
"1223","Report Water Waste",18783,"Hispanic",8
"1224","Report Water Waste",18932,"Hispanic",14
"1225","Report Water Waste",19067,"Hispanic",5
"1226","Report Water Waste",19103,"Hispanic",10
"1227","Report Water Waste",19309,"Hispanic",4
"1228","Report Water Waste",20122,"Hispanic",26
"1229","Report Water Waste",20135,"Hispanic",19
"1230","Report Water Waste",20210,"Hispanic",8
"1231","Report Water Waste",20401,"Hispanic",6
"1232","Report Water Waste",20820,"Hispanic",22
