geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
86000US90037,90037,61536,1815,14258,1082,1079,395,11882,1016,36,32,639,213,0,29,169,84,453,218,68,49,385,213,47278,1635,11271,1268,108,87,291,228,9,16,0,29,34930,1730,669,227,556,211,113,77
86000US90038,90038,28798,1220,12227,779,8303,715,1419,367,10,16,1755,353,50,82,64,43,626,178,161,109,465,153,16571,1114,3269,636,99,81,100,87,25,30,0,23,12498,1158,580,226,426,209,154,90
86000US90039,90039,27843,1000,16920,773,10537,750,631,280,16,23,4880,475,50,58,21,22,785,250,102,86,683,215,10923,808,5023,766,10,16,76,73,92,109,0,23,5358,837,364,149,171,104,193,108
86000US90040,90040,12830,464,548,164,252,119,118,116,10,16,123,110,0,19,18,21,27,25,0,19,27,25,12282,511,8873,718,0,19,48,44,0,19,0,19,2961,561,400,151,246,138,154,71
86000US90041,90041,28439,985,17908,865,8645,620,353,134,9,15,8170,777,19,24,35,44,677,260,19,21,658,259,10531,834,6807,926,50,73,100,83,146,98,0,23,2927,601,501,197,274,133,227,125
86000US90042,90042,61034,1539,19143,934,9108,727,1723,392,100,64,7090,651,72,64,45,36,1005,242,29,30,976,238,41891,1510,22641,1502,120,73,167,90,138,83,16,29,17683,1539,1126,292,580,165,546,213
86000US90043,90043,43118,1557,29894,1559,1574,432,25789,1537,82,77,674,291,31,40,254,169,1490,438,102,74,1388,430,13224,1267,5730,951,518,185,49,61,66,84,62,67,6456,1127,343,174,309,170,34,25
86000US90044,90044,88412,2496,34807,1508,1005,318,32005,1384,20,25,354,191,88,97,183,113,1152,359,202,166,950,369,53605,2204,24959,2199,568,254,205,121,0,29,8,14,26929,1915,936,325,469,218,467,237
86000US90045,90045,41453,1420,34334,1306,21224,909,5667,783,102,63,5220,698,98,75,112,85,1911,373,98,84,1813,368,7119,867,4304,694,89,69,73,65,114,125,0,26,1868,537,671,279,226,132,445,258
86000US90046,90046,51329,1370,46208,1308,38513,1315,2024,432,150,151,2886,633,70,60,348,209,2217,419,169,123,2048,403,5121,655,2527,435,37,37,51,55,46,36,7,12,1693,422,760,326,503,286,257,140
86000US90047,90047,46999,1769,32367,1295,556,208,30500,1285,27,32,317,237,79,92,125,83,763,300,90,84,673,299,14632,1251,7009,1192,416,282,124,102,0,26,0,26,6763,1052,320,204,151,144,169,133
86000US90048,90048,22409,1031,20744,1032,17381,1016,505,190,10,12,2124,427,8,14,28,35,688,189,141,120,547,157,1665,371,944,225,43,64,0,23,3,5,0,23,558,244,117,70,59,68,58,62
86000US90049,90049,35262,1001,32961,946,28254,988,261,112,20,23,3195,450,16,18,16,24,1199,269,52,60,1147,269,2301,387,1805,349,6,8,0,26,5,9,0,26,318,127,167,85,52,51,115,63
86000US90056,90056,8380,696,7959,637,1007,217,6256,658,71,116,235,148,85,103,0,17,305,168,0,17,305,168,421,192,1,2,99,93,16,26,0,17,0,17,243,200,62,73,45,68,17,27
86000US90057,90057,45747,1704,13763,783,2168,341,2182,345,46,38,9009,719,22,25,82,57,254,116,25,39,229,105,31984,1811,8451,1023,95,74,227,171,18,30,9,15,22858,1685,326,112,290,104,36,45
86000US90058,90058,2748,481,602,247,55,24,320,193,0,12,227,147,0,12,0,12,0,12,0,12,0,12,2146,440,917,319,83,84,0,12,0,12,0,12,1122,436,24,31,14,17,10,15
86000US90059,90059,42470,2002,15059,1197,407,207,13845,1229,120,146,287,172,87,131,204,228,109,67,12,18,97,65,27411,1798,15814,1606,154,92,59,70,0,26,0,26,10343,1261,1041,303,580,246,461,253
86000US90061,90061,28641,1453,10957,761,307,158,10411,766,7,16,38,42,0,23,71,111,123,75,14,20,109,73,17684,1321,9715,1121,168,138,108,80,0,23,0,23,7196,1067,497,265,387,248,110,96
86000US90062,90062,32675,1763,12900,1047,359,173,11462,1002,2,7,270,107,40,47,496,321,271,134,36,30,235,128,19775,1477,4869,911,328,182,92,142,0,26,0,26,14114,1437,372,190,285,161,87,86
86000US90063,90063,54353,1855,1730,300,562,176,162,123,30,29,685,250,38,38,121,97,132,81,9,13,123,80,52623,1858,23674,1609,152,114,111,70,30,28,5,9,28154,1906,497,218,332,166,165,136
86000US90064,90064,25788,998,22165,991,15611,857,729,229,9,12,4850,555,29,44,133,131,804,208,53,49,751,210,3623,563,2761,560,36,52,32,41,12,21,0,23,600,255,182,117,160,109,22,26
86000US90065,90065,46254,1485,17206,1199,8867,714,636,233,56,57,6547,716,44,48,118,107,938,290,17,20,921,291,29048,1251,12858,1142,133,81,225,168,232,133,76,116,14816,1368,708,238,374,158,334,170
86000US90066,90066,58337,1300,40352,1260,26968,1132,2730,477,185,95,8260,811,77,72,196,137,1936,331,65,40,1871,330,17985,1278,9701,1204,154,104,1272,532,67,66,0,29,5627,1169,1164,357,671,278,493,203
86000US90067,90067,2364,376,2332,377,1929,395,6,11,0,12,284,142,28,46,32,15,53,60,0,12,53,60,32,29,32,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90068,90068,21943,958,19836,858,15803,850,1168,355,107,93,1695,418,0,23,83,55,980,277,30,44,950,274,2107,386,1123,266,0,23,50,62,31,34,0,23,563,237,340,204,276,168,64,81
86000US90069,90069,20426,997,17602,915,14901,831,619,306,20,32,1049,304,0,23,132,93,881,278,67,73,814,259,2824,500,1087,283,41,48,25,41,18,29,27,43,939,422,687,345,534,310,153,141
86000US90071,90071,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90073,90073,801,300,655,245,334,137,259,163,0,12,16,27,2,4,8,18,36,70,0,12,36,70,146,132,78,101,0,12,0,12,0,12,0,12,60,58,8,19,0,12,8,19
86000US90077,90077,8328,675,7769,629,6826,626,99,74,0,17,591,146,0,17,14,23,239,136,13,20,226,132,559,283,440,301,33,52,0,17,0,17,0,17,30,39,56,63,36,55,20,32
86000US90079,90079,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90089,90089,3326,1082,2968,908,1588,647,70,51,4,8,1097,281,6,11,33,43,170,64,35,32,135,59,358,209,110,71,0,12,0,12,0,12,0,12,184,117,64,82,59,81,5,8
86000US90090,90090,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90094,90094,6062,610,5585,592,2699,459,822,221,0,17,1668,497,0,17,0,17,396,265,0,17,396,265,477,259,250,131,19,29,0,17,0,17,0,17,45,52,163,170,146,168,17,28
86000US90095,90095,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90201,90201,102515,145,4740,663,3092,524,698,255,108,81,653,267,52,54,46,47,91,70,0,29,91,70,97775,683,68521,1784,446,189,235,111,18,20,10,15,27108,1850,1437,337,844,252,593,218
86000US90210,90210,21478,886,20038,803,17688,847,251,122,33,44,1439,321,0,23,30,28,597,245,49,47,548,235,1440,379,826,272,0,23,0,23,0,23,0,23,466,253,148,146,140,147,8,16
86000US90211,90211,8080,518,7604,487,6327,489,125,120,8,14,958,268,10,15,0,17,176,99,0,17,176,99,476,218,293,150,0,17,0,17,0,17,0,17,106,126,77,77,77,77,0,17
86000US90212,90212,12415,589,11619,607,9087,651,295,161,0,19,1328,376,31,51,32,54,846,390,142,142,704,373,796,255,578,254,27,39,13,22,0,19,0,19,108,96,70,85,0,19,70,85
86000US90220,90220,50222,1491,21334,1114,1086,279,18904,1107,78,91,482,243,133,141,101,75,550,230,33,38,517,235,28888,1489,16174,1678,201,122,89,100,0,26,0,26,11423,1298,1001,370,775,323,226,148
86000US90221,90221,53657,1557,12547,1070,605,243,11296,1020,49,65,272,169,48,77,38,53,239,146,0,29,239,146,41110,1493,21664,1769,249,147,205,202,19,30,12,18,17820,1607,1141,332,741,258,400,255
86000US90222,90222,32362,1634,10496,906,190,92,9469,793,40,41,82,76,184,230,159,180,372,227,15,11,357,223,21866,1480,12613,1389,99,69,21,36,114,142,0,26,8570,1171,449,308,129,118,320,286
86000US90230,90230,33090,1198,21834,968,12657,887,2295,600,19,27,5298,624,34,34,369,224,1162,283,109,117,1053,251,11256,985,7278,918,49,55,242,270,15,21,0,26,3307,859,365,155,221,103,144,108
86000US90232,90232,15353,900,10917,531,7273,550,1170,372,0,19,1826,305,14,24,29,50,605,183,0,19,605,183,4436,934,3818,957,60,71,6,9,37,36,0,19,423,179,92,62,41,41,51,48
86000US90240,90240,26287,1111,7698,560,5202,509,671,450,0,23,1652,361,0,23,25,26,148,123,36,42,112,120,18589,1255,13957,1420,7,11,0,23,133,154,0,23,3953,991,539,375,325,305,214,204
86000US90241,90241,43596,1440,12488,932,7399,706,1276,410,40,36,3041,568,12,21,105,141,615,248,33,40,582,239,31108,1372,18903,1694,132,149,27,29,90,99,0,26,11108,1488,848,322,690,284,158,101
86000US90242,90242,43199,1405,11738,985,6095,898,2064,479,144,176,2865,626,169,210,41,49,360,167,121,117,239,121,31461,1538,17366,1684,101,104,102,111,15,25,14,23,12972,1727,891,261,595,241,296,198
86000US90245,90245,16839,100,13835,476,11443,601,215,103,27,32,1052,224,201,286,17,25,880,365,0,19,880,365,3004,464,2439,422,11,18,54,43,0,19,30,48,205,138,265,180,126,138,139,122
86000US90247,90247,47374,1201,26169,1011,2849,530,9697,1008,34,30,12319,821,313,329,111,114,846,254,114,113,732,214,21205,1089,8560,890,130,74,147,131,185,99,0,26,11367,1245,816,313,586,265,230,129
86000US90248,90248,9936,854,5748,561,919,148,1517,491,14,24,2957,334,14,16,5,7,322,147,0,17,322,147,4188,718,2166,412,38,49,72,114,111,88,0,17,1763,649,38,32,32,31,6,10
86000US90249,90249,27451,1119,17549,861,3925,515,7675,842,52,59,4530,570,97,99,400,347,870,380,0,23,870,380,9902,1071,3484,576,148,95,17,22,106,69,71,81,5713,1040,363,159,203,129,160,90
86000US90250,90250,95223,1147,44504,1713,11103,1037,22228,1426,61,46,6394,909,640,356,325,189,3753,749,110,93,3643,745,50719,1834,34039,1974,485,233,295,172,193,127,0,29,11040,1453,4667,977,809,295,3858,1011
86000US90254,90254,19725,29,18034,361,15857,512,257,182,101,110,1119,242,0,19,79,55,621,226,0,19,621,226,1691,358,1396,341,0,19,0,19,0,19,0,19,76,68,219,170,119,118,100,107
86000US90255,90255,76206,777,1961,381,763,194,195,98,63,54,658,243,158,192,49,39,75,49,8,12,67,48,74245,877,52380,1605,147,107,241,152,65,93,16,20,20508,1426,888,230,470,188,418,177
86000US90260,90260,35854,641,13353,873,5675,680,2360,476,20,24,3778,543,250,282,81,68,1189,402,73,60,1116,396,22501,975,13953,1249,109,93,236,194,331,339,0,26,5619,1092,2253,618,452,205,1801,616
86000US90262,90262,70650,191,7945,741,1428,261,5763,679,48,65,441,160,8,11,103,105,154,88,46,46,108,82,62705,754,27231,2057,351,198,256,163,41,40,0,29,34041,2037,785,291,461,235,324,155
86000US90263,90263,1987,378,1607,279,919,229,74,55,9,13,442,115,3,7,8,14,152,108,0,12,152,108,380,146,146,49,0,12,4,8,5,9,0,12,166,96,59,64,23,38,36,52
86000US90265,90265,17660,415,16234,515,14443,564,333,170,28,32,832,228,9,14,4,7,585,225,0,19,585,225,1426,324,770,239,0,19,12,18,25,31,0,19,485,187,134,110,68,75,66,82
86000US90266,90266,35534,42,32600,607,27588,682,224,126,94,87,3192,372,16,23,72,61,1414,369,87,131,1327,330,2934,607,1780,362,0,26,13,19,1,3,0,26,438,205,702,334,659,333,43,36
86000US90270,90270,27663,65,575,144,400,127,100,68,4,6,29,33,16,21,11,17,15,17,0,23,15,17,27088,158,21805,760,38,46,74,65,0,23,0,23,4976,762,195,104,153,96,42,35
86000US90272,90272,23497,860,22445,883,20001,836,297,226,75,59,1279,307,17,26,8,13,768,232,0,23,768,232,1052,327,928,301,0,23,1,2,16,25,0,23,35,35,72,86,0,23,72,86
86000US90274,90274,25482,297,24185,381,16855,630,614,282,72,64,5600,509,9,14,80,60,955,224,56,49,899,216,1297,304,956,271,52,52,0,23,64,79,0,23,152,86,73,47,29,26,44,34
86000US90275,90275,42420,94,39114,582,23885,875,1085,327,82,81,11854,729,80,110,218,214,1910,507,168,198,1742,459,3306,561,2347,540,27,33,0,26,47,47,0,26,516,268,369,137,258,127,111,68
86000US90277,90277,34546,1089,29538,1129,24103,1081,686,311,61,61,3545,402,10,15,77,75,1056,310,0,26,1056,310,5008,730,3095,580,51,48,56,66,47,61,0,26,1334,529,425,183,234,160,191,98
86000US90278,90278,40839,910,33158,1013,23845,1050,1386,615,79,61,5358,502,70,69,191,85,2229,524,53,50,2176,519,7681,903,5277,867,11,17,0,26,149,118,14,25,1702,548,528,249,275,187,253,136
86000US90280,90280,95515,30,4223,516,2700,348,568,209,11,15,733,314,68,72,66,53,77,49,0,29,77,49,91292,521,44028,2354,318,151,301,153,45,36,22,24,45145,2320,1433,425,1018,357,415,199
86000US90290,90290,6902,657,6205,659,5701,671,40,49,17,29,138,106,13,21,45,55,251,180,13,23,238,172,697,333,409,230,61,79,0,17,0,17,0,17,197,232,30,39,0,17,30,39
86000US90291,90291,27803,754,22846,883,18656,827,1385,377,25,22,1435,336,49,47,48,50,1248,314,13,20,1235,314,4957,614,3579,605,98,72,107,124,0,23,0,23,982,261,191,95,93,79,98,53
86000US90292,90292,21507,1219,19565,1212,15839,1220,1027,402,0,23,1721,396,157,134,179,209,642,323,14,23,628,321,1942,400,1386,364,0,23,38,54,16,28,0,23,415,209,87,79,33,33,54,72
86000US90293,90293,11997,690,10123,736,7188,613,985,351,34,27,1429,407,0,19,22,32,465,195,0,19,465,195,1874,488,1105,367,0,19,0,19,0,19,0,19,611,337,158,126,105,107,53,52
86000US90301,90301,36714,1157,13692,955,1512,289,10822,805,10,14,572,184,67,81,133,91,576,247,14,22,562,239,23022,1136,11344,1189,256,150,215,191,37,55,7,12,10263,1296,900,343,477,225,423,299
86000US90302,90302,30219,1063,17358,963,1486,315,14578,1047,19,29,393,178,171,156,71,72,640,266,45,65,595,250,12861,971,6967,980,185,116,271,213,0,26,0,26,4931,817,507,331,284,154,223,251
86000US90303,90303,26453,920,9795,698,315,116,8596,602,18,20,193,189,132,134,26,31,515,235,15,14,500,234,16658,984,6867,883,228,157,29,28,0,23,0,23,9343,1001,191,117,80,82,111,77
86000US90304,90304,26936,1286,2371,511,695,220,1105,347,121,161,391,225,14,23,22,42,23,23,0,23,23,23,24565,1288,10281,1122,428,421,152,130,0,23,0,23,13298,1312,406,334,136,114,270,280
86000US90305,90305,15501,1085,13724,685,311,190,12648,677,44,48,141,65,61,66,90,82,429,238,0,19,429,238,1777,848,1190,838,18,21,11,17,0,19,0,19,553,299,5,11,0,19,5,11
86000US90401,90401,7035,581,5905,474,4541,451,298,172,8,15,732,201,0,17,14,21,312,152,0,17,312,152,1130,397,872,368,0,17,0,17,0,17,0,17,98,74,160,151,26,28,134,141
86000US90402,90402,11503,801,10852,838,9566,801,150,88,0,19,624,176,0,19,91,104,421,174,0,19,421,174,651,259,566,248,0,19,0,19,0,19,0,19,22,28,63,62,34,39,29,35
86000US90403,90403,25116,794,23223,811,19730,739,569,264,30,48,2191,382,60,82,0,23,643,191,34,40,609,184,1893,351,1543,318,19,31,51,138,15,24,0,23,115,68,150,99,57,55,93,78
86000US90404,90404,21641,755,15997,748,11117,629,1442,285,0,23,2563,360,9,20,56,49,810,237,15,25,795,234,5644,623,4440,564,42,45,103,123,0,23,0,23,880,375,179,86,54,45,125,84
86000US90405,90405,28535,853,24403,780,19170,869,1121,425,0,23,2834,481,10,18,26,37,1242,327,28,32,1214,328,4132,527,3355,538,10,16,30,34,20,32,0,23,483,238,234,146,95,99,139,112
86000US90501,90501,43407,1310,24658,1064,10334,787,2592,579,110,114,10115,754,250,216,19,31,1238,335,122,91,1116,322,18749,1367,7589,1119,51,93,53,66,87,53,40,64,9545,1601,1384,433,871,396,513,233
86000US90502,90502,17135,1058,11247,1025,3040,487,1497,444,14,17,5373,731,801,727,49,47,473,234,11,17,462,235,5888,753,3169,740,15,23,33,42,11,14,0,19,2198,748,462,262,101,110,361,246
86000US90503,90503,45518,1060,40166,1080,18841,930,1384,496,106,62,17492,996,139,173,201,130,2003,585,233,144,1770,548,5352,809,3209,594,47,53,73,79,166,165,0,26,1301,480,556,223,372,200,184,92
86000US90504,90504,32777,910,26154,864,9465,706,1151,409,55,55,13221,868,69,75,246,152,1947,447,287,225,1660,430,6623,693,3631,661,99,118,43,71,280,154,0,26,1694,536,876,311,394,176,482,255
86000US90505,90505,37381,842,33017,911,18659,972,640,325,52,52,11669,946,40,37,78,64,1879,429,44,45,1835,423,4364,679,2901,650,12,19,82,106,93,70,15,17,663,273,598,256,450,234,148,88
86000US90506,90506,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90601,90601,34143,1444,9539,819,6628,727,333,263,45,41,2058,311,0,26,172,174,303,140,8,14,295,141,24604,1420,12300,1189,147,145,6,10,157,110,0,26,11360,1235,634,245,317,155,317,169
86000US90602,90602,26676,1078,6564,695,5192,597,318,158,76,88,659,198,10,12,0,23,309,191,105,134,204,118,20112,1077,8308,850,62,47,115,108,13,22,0,23,11430,1126,184,78,109,63,75,52
86000US90603,90603,20475,946,9325,751,7857,757,135,84,9,19,914,315,46,58,26,40,338,189,13,20,325,188,11150,945,6247,898,67,92,42,72,135,137,0,23,3745,797,914,355,708,323,206,158
86000US90604,90604,39541,1096,13964,752,10618,678,217,104,157,97,2085,384,0,26,301,283,586,217,18,27,568,217,25577,1233,15125,1064,5,9,253,150,85,97,33,51,8917,1197,1159,358,823,345,336,178
86000US90605,90605,42103,1370,9561,734,6634,512,288,151,152,91,1637,452,27,43,203,168,620,251,25,28,595,258,32542,1218,17381,1283,128,139,307,166,8,13,13,19,13754,1490,951,349,654,300,297,158
86000US90606,90606,32978,1279,4276,558,3077,379,281,191,209,159,537,218,20,23,19,22,133,89,7,13,126,88,28702,1222,13421,1447,70,71,230,154,51,67,0,26,14187,1620,743,313,571,288,172,131
86000US90623,90623,15767,79,13191,408,4501,542,794,261,117,110,7252,716,112,136,0,19,415,157,34,34,381,148,2576,416,2154,387,22,34,0,19,85,93,0,19,211,117,104,79,85,76,19,22
86000US90630,90630,48844,160,39795,681,20865,957,1405,421,122,138,15620,867,168,128,108,108,1507,275,39,31,1468,274,9049,691,7407,758,9,16,106,87,103,68,0,26,974,316,450,180,158,91,292,152
86000US90631,90631,68899,498,30191,1137,21891,960,634,212,138,71,6275,798,62,51,149,108,1042,255,50,42,992,256,38708,1130,20347,1247,41,28,166,122,81,63,26,29,16019,1444,2028,557,1421,441,607,263
86000US90638,90638,49543,347,29336,803,17427,761,1057,324,157,95,9404,715,100,94,86,63,1105,279,198,174,907,234,20207,852,10561,1103,87,64,131,96,26,26,7,10,8360,1195,1035,282,710,243,325,163
86000US90640,90640,63400,140,15187,998,5939,676,650,280,124,99,7953,726,61,68,64,84,396,168,0,29,396,168,48213,1005,36354,1603,150,144,453,209,80,69,0,29,10107,1273,1069,285,611,200,458,205
86000US90650,90650,106521,79,31624,1326,12357,837,4101,611,394,184,13525,1081,243,207,217,166,787,188,83,65,704,185,74897,1314,44739,2038,378,299,574,280,268,188,15,21,26608,1964,2315,578,1273,380,1042,413
86000US90660,90660,63686,83,5800,632,3070,423,503,247,279,192,1675,372,37,28,28,32,208,109,0,29,208,109,57886,635,28612,1861,264,131,209,116,105,110,16,24,27413,1979,1267,336,983,299,284,182
86000US90670,90670,15594,293,3343,476,1753,350,618,327,55,67,787,404,0,19,20,40,110,84,0,19,110,84,12251,502,7481,932,40,41,202,124,0,19,0,19,3810,996,718,258,570,240,148,96
86000US90701,90701,16698,43,10334,639,3250,504,627,360,79,121,6012,634,0,19,13,20,353,171,150,140,203,110,6364,638,3410,889,1,7,48,59,36,39,0,19,2549,784,320,185,222,164,98,84
86000US90703,90703,50069,314,43756,477,8019,515,3513,543,109,73,30549,679,121,112,195,157,1250,315,305,209,945,261,6313,583,3735,577,110,86,27,23,132,90,0,26,2075,348,234,127,213,125,21,21
86000US90704,90704,3952,81,1193,255,1097,245,10,16,10,16,18,27,0,12,0,12,58,64,0,12,58,64,2759,256,2212,296,15,25,0,12,0,12,0,12,263,169,269,158,0,12,269,158
86000US90706,90706,77455,87,35453,1184,14769,959,10589,888,145,99,8503,829,160,140,230,178,1057,310,50,68,1007,305,42002,1193,17054,1430,429,203,236,167,68,62,16,28,22271,1682,1928,477,1531,419,397,190
86000US90710,90710,27550,917,14327,887,5423,564,2790,525,9,14,4452,532,280,237,12,19,1361,403,75,75,1286,394,13223,963,8761,1053,85,120,116,95,60,63,0,23,2851,650,1350,451,185,87,1165,438
86000US90712,90712,32015,753,21308,819,11643,628,2673,499,119,74,4626,681,644,405,305,241,1298,315,74,64,1224,311,10707,685,5715,740,47,55,148,94,111,76,7,11,3899,773,780,233,532,193,248,130
86000US90713,90713,28411,744,20476,840,15201,755,1106,321,36,28,2842,412,161,168,67,89,1063,237,73,67,990,238,7935,725,3592,617,29,42,74,94,66,37,35,42,3458,665,681,273,266,176,415,190
86000US90715,90715,20283,703,12075,737,3960,457,1707,343,37,40,5576,562,55,56,83,95,657,330,20,27,637,325,8208,810,3048,666,33,41,74,68,58,72,0,23,4483,622,512,192,406,175,106,78
86000US90716,90716,14358,67,3691,459,1349,370,497,223,10,15,1686,307,0,19,28,45,121,97,6,10,115,96,10667,466,7654,842,0,19,118,122,0,19,21,33,2766,638,108,93,96,89,12,20
86000US90717,90717,21612,398,13768,778,8395,805,583,247,51,47,3296,608,135,113,0,23,1308,510,22,25,1286,512,7844,839,4743,886,17,28,0,23,116,179,92,108,1610,496,1266,454,130,91,1136,448
86000US90723,90723,54813,46,11004,941,3011,461,5514,778,57,94,1527,385,487,357,5,9,403,204,11,13,392,203,43809,932,20623,1513,130,68,322,208,56,47,0,29,21646,1545,1032,366,825,308,207,150
86000US90731,90731,62348,2098,29315,1489,19661,1374,4041,754,160,117,2779,644,331,286,90,67,2253,478,0,29,2253,478,33033,1916,22670,1539,413,252,339,197,393,247,20,23,6628,962,2570,713,1044,392,1526,600
86000US90732,90732,19810,767,14671,647,11274,628,477,157,61,57,1771,310,8,13,52,46,1028,265,81,98,947,256,5139,647,3561,592,62,63,22,23,18,25,0,19,986,363,490,191,296,179,194,120
86000US90740,90740,24288,173,20901,498,17933,613,131,91,31,28,2163,279,18,21,25,28,600,154,11,17,589,149,3387,476,1768,313,51,57,19,22,38,37,0,23,1064,375,447,211,272,169,175,128
86000US90744,90744,58061,1433,6083,796,2638,461,1296,346,172,121,1281,367,429,301,1,3,266,106,5,7,261,106,51978,1658,39402,1884,208,181,1611,447,169,108,59,67,9306,1161,1223,372,496,214,727,284
86000US90745,90745,57727,1022,32793,1248,4658,577,4104,766,79,55,20616,1244,1375,487,29,34,1932,486,39,59,1893,477,24934,1278,14851,1410,106,54,244,194,273,141,92,97,6067,902,3301,798,468,182,2833,798
86000US90746,90746,26738,967,20421,1163,1294,326,14441,1186,40,61,2001,417,427,421,54,48,2164,730,87,68,2077,716,6317,689,3256,714,198,106,86,69,3,4,0,23,1442,360,1332,464,137,101,1195,458
86000US90747,90747,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US90755,90755,11400,155,7846,598,3111,398,1456,405,37,41,2553,725,62,58,19,26,608,309,35,40,573,308,3554,617,2550,480,15,26,0,19,0,19,0,19,618,349,371,218,110,90,261,205
86000US90802,90802,38816,1228,24485,1095,13171,905,6399,698,123,102,3473,606,213,191,50,40,1056,346,166,225,890,234,14331,1119,8490,1149,294,173,99,63,81,61,0,26,4493,939,874,239,401,154,473,177
86000US90803,90803,30805,995,26080,939,22366,918,788,256,17,26,1916,489,44,44,91,94,858,253,32,35,826,247,4725,666,3643,582,6,10,121,98,12,14,0,26,712,272,231,115,140,82,91,89
86000US90804,90804,40679,1221,21877,1155,10359,769,4797,621,67,46,5326,724,148,168,8,13,1172,315,15,16,1157,313,18802,1238,13906,1234,155,153,349,265,75,75,0,26,3570,655,747,299,362,166,385,259
86000US90805,90805,94561,1671,42572,1495,8215,697,19337,1231,293,162,10978,870,1134,598,503,240,2112,473,55,43,2057,469,51989,1704,23032,1930,401,323,478,205,70,49,29,33,24396,2234,3583,760,1558,462,2025,547
86000US90806,90806,43140,1469,21371,1443,3733,436,6932,977,269,182,7160,869,800,402,43,41,2434,840,84,106,2350,847,21769,1448,14425,1398,69,59,472,340,254,179,15,26,4754,963,1780,536,584,236,1196,455
86000US90807,90807,33726,1232,25090,1251,11458,773,5910,1071,97,91,6262,850,197,237,53,56,1113,310,124,93,989,322,8636,823,3512,618,37,43,40,46,69,48,0,26,3727,719,1251,466,445,221,806,421
86000US90808,90808,39834,951,30590,1006,23338,860,1698,539,106,89,3635,552,65,91,77,53,1671,371,64,57,1607,373,9244,783,5742,708,0,26,169,117,78,56,65,77,2453,583,737,292,316,143,421,301
86000US90810,90810,36736,1304,18386,1169,2158,377,4327,697,139,160,8409,812,1584,706,94,59,1675,413,58,63,1617,407,18350,1266,13207,1202,42,33,518,403,162,144,64,67,3174,599,1183,380,270,147,913,351
86000US90813,90813,60017,1538,19942,1159,3080,384,6218,782,33,50,8631,933,98,102,58,44,1824,362,34,31,1790,352,40075,1611,28641,1520,569,356,1045,487,118,105,0,29,7135,984,2567,689,369,171,2198,696
86000US90814,90814,18789,904,13813,772,10827,649,1117,292,44,42,1126,327,0,19,50,58,649,222,0,19,649,222,4976,820,3560,744,50,53,36,40,0,19,142,203,1051,389,137,79,40,52,97,60
86000US90815,90815,40572,1076,32784,955,24432,893,2031,492,113,78,4330,517,218,210,87,65,1573,345,85,105,1488,324,7788,703,5344,676,81,76,68,51,71,45,6,9,1409,365,809,284,372,213,437,195
86000US90822,90822,169,97,145,85,101,64,11,12,0,12,11,17,0,12,0,12,22,38,0,12,22,38,24,32,6,8,0,12,0,12,1,2,0,12,15,32,2,4,0,12,2,4
86000US90831,90831,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US91001,91001,37481,1372,26022,926,13615,767,8869,704,13,18,1990,383,5,8,156,130,1374,340,13,20,1361,342,11459,1066,8230,1056,256,156,107,177,21,26,6,9,2401,529,438,161,267,126,171,95
86000US91006,91006,32392,799,27341,897,8817,687,158,117,84,71,17568,733,10,15,37,36,667,211,29,32,638,209,5051,649,2716,488,12,20,7,11,90,92,14,22,1961,496,251,165,95,116,156,118
86000US91007,91007,34198,781,30056,914,8110,571,698,373,97,101,19783,839,73,113,189,151,1106,452,98,124,1008,428,4142,692,2054,449,0,26,20,29,121,80,0,26,1837,503,110,92,0,26,110,92
