"","Zip.Code","count","long","lat","order","hole","piece","group","city","state"
"32",90001,11555,-118.262969,33.974746,4836302,FALSE,"1","90001.1","Los Angeles","CA"
"33",90001,11555,-118.262981,33.981836,4836303,FALSE,"1","90001.1","Los Angeles","CA"
"34",90001,11555,-118.265174,33.981828,4836304,FALSE,"1","90001.1","Los Angeles","CA"
"35",90001,11555,-118.265185,33.989227,4836305,FALSE,"1","90001.1","Los Angeles","CA"
"36",90002,16975,-118.265118,33.96013,4836306,FALSE,"1","90002.1","Los Angeles","CA"
"37",90002,16975,-118.260753,33.960149,4836307,FALSE,"1","90002.1","Los Angeles","CA"
"38",90002,16975,-118.258575,33.959577,4836308,FALSE,"1","90002.1","Los Angeles","CA"
"39",90002,16975,-118.256393,33.960171,4836309,FALSE,"1","90002.1","Los Angeles","CA"
"40",90002,16975,-118.255899,33.960169,4836310,FALSE,"1","90002.1","Los Angeles","CA"
"41",90002,16975,-118.253962,33.959701,4836311,FALSE,"1","90002.1","Los Angeles","CA"
"42",90002,16975,-118.244994,33.959648,4836312,FALSE,"1","90002.1","Los Angeles","CA"
"43",90002,16975,-118.237949,33.96015,4836313,FALSE,"1","90002.1","Los Angeles","CA"
"44",90002,16975,-118.23737,33.958521,4836314,FALSE,"1","90002.1","Los Angeles","CA"
"45",90002,16975,-118.237366,33.960152,4836315,FALSE,"1","90002.1","Los Angeles","CA"
"46",90002,16975,-118.231599,33.960146,4836316,FALSE,"1","90002.1","Los Angeles","CA"
"47",90002,16975,-118.231885,33.961565,4836317,FALSE,"1","90002.1","Los Angeles","CA"
"48",90002,16975,-118.230013,33.961768,4836318,FALSE,"1","90002.1","Los Angeles","CA"
"49",90002,16975,-118.229647,33.9612,4836319,FALSE,"1","90002.1","Los Angeles","CA"
"50",90002,16975,-118.231485,33.960938,4836320,FALSE,"1","90002.1","Los Angeles","CA"
"51",90002,16975,-118.227476,33.943091,4836321,FALSE,"1","90002.1","Los Angeles","CA"
"52",90002,16975,-118.226507,33.938196,4836322,FALSE,"1","90002.1","Los Angeles","CA"
"53",90002,16975,-118.226772,33.937096,4836323,FALSE,"1","90002.1","Los Angeles","CA"
"54",90002,16975,-118.229213,33.937331,4836324,FALSE,"1","90002.1","Los Angeles","CA"
"55",90002,16975,-118.228753,33.938874,4836325,FALSE,"1","90002.1","Los Angeles","CA"
"56",90002,16975,-118.239021,33.938911,4836326,FALSE,"1","90002.1","Los Angeles","CA"
"57",90002,16975,-118.239024,33.937895,4836327,FALSE,"1","90002.1","Los Angeles","CA"
"58",90002,16975,-118.242777,33.938717,4836328,FALSE,"1","90002.1","Los Angeles","CA"
"59",90002,16975,-118.243172,33.941171,4836329,FALSE,"1","90002.1","Los Angeles","CA"
"60",90002,16975,-118.243742,33.937853,4836330,FALSE,"1","90002.1","Los Angeles","CA"
"61",90002,16975,-118.246961,33.938337,4836331,FALSE,"1","90002.1","Los Angeles","CA"
"62",90002,16975,-118.254167,33.938272,4836332,FALSE,"1","90002.1","Los Angeles","CA"
"63",90002,16975,-118.254156,33.939249,4836333,FALSE,"1","90002.1","Los Angeles","CA"
"64",90002,16975,-118.256533,33.938755,4836334,FALSE,"1","90002.1","Los Angeles","CA"
"65",90002,16975,-118.26082,33.939275,4836335,FALSE,"1","90002.1","Los Angeles","CA"
"66",90002,16975,-118.265158,33.939292,4836336,FALSE,"1","90002.1","Los Angeles","CA"
"67",90002,16975,-118.26499,33.943754,4836337,FALSE,"1","90002.1","Los Angeles","CA"
"68",90002,16975,-118.263775,33.943582,4836338,FALSE,"1","90002.1","Los Angeles","CA"
"69",90002,16975,-118.263776,33.945463,4836339,FALSE,"1","90002.1","Los Angeles","CA"
"70",90002,16975,-118.265161,33.945599,4836340,FALSE,"1","90002.1","Los Angeles","CA"
"71",90002,16975,-118.265118,33.96013,4836341,FALSE,"1","90002.1","Los Angeles","CA"
"72",90003,37989,-118.283204,33.989139,4836342,FALSE,"1","90003.1","Los Angeles","CA"
"73",90003,37989,-118.28039,33.989154,4836343,FALSE,"1","90003.1","Los Angeles","CA"
"74",90003,37989,-118.273928,33.989191,4836344,FALSE,"1","90003.1","Los Angeles","CA"
"75",90003,37989,-118.271808,33.9892,4836345,FALSE,"1","90003.1","Los Angeles","CA"
"76",90003,37989,-118.271807,33.986143,4836346,FALSE,"1","90003.1","Los Angeles","CA"
"77",90003,37989,-118.270526,33.986067,4836347,FALSE,"1","90003.1","Los Angeles","CA"
"78",90003,37989,-118.270528,33.989205,4836348,FALSE,"1","90003.1","Los Angeles","CA"
"79",90003,37989,-118.265185,33.989227,4836349,FALSE,"1","90003.1","Los Angeles","CA"
"80",90003,37989,-118.265174,33.981828,4836350,FALSE,"1","90003.1","Los Angeles","CA"
"81",90003,37989,-118.262981,33.981836,4836351,FALSE,"1","90003.1","Los Angeles","CA"
"82",90003,37989,-118.262969,33.974746,4836352,FALSE,"1","90003.1","Los Angeles","CA"
"83",90003,37989,-118.265166,33.974735,4836353,FALSE,"1","90003.1","Los Angeles","CA"
"84",90003,37989,-118.265118,33.96013,4836354,FALSE,"1","90003.1","Los Angeles","CA"
"85",90003,37989,-118.265161,33.945599,4836355,FALSE,"1","90003.1","Los Angeles","CA"
"86",90003,37989,-118.263776,33.945463,4836356,FALSE,"1","90003.1","Los Angeles","CA"
"87",90003,37989,-118.263775,33.943582,4836357,FALSE,"1","90003.1","Los Angeles","CA"
"88",90003,37989,-118.26499,33.943754,4836358,FALSE,"1","90003.1","Los Angeles","CA"
"89",90003,37989,-118.265158,33.939292,4836359,FALSE,"1","90003.1","Los Angeles","CA"
"90",90003,37989,-118.265158,33.938348,4836360,FALSE,"1","90003.1","Los Angeles","CA"
"91",90003,37989,-118.26606,33.938799,4836361,FALSE,"1","90003.1","Los Angeles","CA"
"92",90003,37989,-118.273869,33.938796,4836362,FALSE,"1","90003.1","Los Angeles","CA"
"93",90003,37989,-118.27834,33.939199,4836363,FALSE,"1","90003.1","Los Angeles","CA"
"94",90003,37989,-118.278338,33.938276,4836364,FALSE,"1","90003.1","Los Angeles","CA"
"95",90003,37989,-118.2798,33.938268,4836365,FALSE,"1","90003.1","Los Angeles","CA"
"96",90003,37989,-118.28053,33.939189,4836366,FALSE,"1","90003.1","Los Angeles","CA"
"97",90003,37989,-118.282594,33.939181,4836367,FALSE,"1","90003.1","Los Angeles","CA"
"98",90003,37989,-118.282664,33.987364,4836368,FALSE,"1","90003.1","Los Angeles","CA"
"99",90003,37989,-118.283204,33.989139,4836369,FALSE,"1","90003.1","Los Angeles","CA"
"100",90004,35017,-118.338583,34.083457,4836370,FALSE,"1","90004.1","Los Angeles","CA"
"101",90004,35017,-118.330959,34.083466,4836371,FALSE,"1","90004.1","Los Angeles","CA"
"102",90004,35017,-118.331063,34.08165,4836372,FALSE,"1","90004.1","Los Angeles","CA"
"103",90004,35017,-118.328383,34.081661,4836373,FALSE,"1","90004.1","Los Angeles","CA"
"104",90004,35017,-118.327707,34.083482,4836374,FALSE,"1","90004.1","Los Angeles","CA"
"105",90004,35017,-118.324854,34.083493,4836375,FALSE,"1","90004.1","Los Angeles","CA"
"106",90004,35017,-118.324848,34.081674,4836376,FALSE,"1","90004.1","Los Angeles","CA"
"107",90004,35017,-118.323659,34.081677,4836377,FALSE,"1","90004.1","Los Angeles","CA"
"108",90004,35017,-118.323665,34.083496,4836378,FALSE,"1","90004.1","Los Angeles","CA"
"109",90004,35017,-118.317883,34.083502,4836379,FALSE,"1","90004.1","Los Angeles","CA"
"110",90004,35017,-118.317877,34.081661,4836380,FALSE,"1","90004.1","Los Angeles","CA"
"111",90004,35017,-118.315724,34.081661,4836381,FALSE,"1","90004.1","Los Angeles","CA"
"112",90004,35017,-118.315712,34.083504,4836382,FALSE,"1","90004.1","Los Angeles","CA"
"113",90004,35017,-118.309145,34.083509,4836383,FALSE,"1","90004.1","Los Angeles","CA"
"114",90004,35017,-118.284464,34.083589,4836384,FALSE,"1","90004.1","Los Angeles","CA"
"115",90004,35017,-118.284428,34.079641,4836385,FALSE,"1","90004.1","Los Angeles","CA"
"116",90004,35017,-118.281594,34.078403,4836386,FALSE,"1","90004.1","Los Angeles","CA"
"117",90004,35017,-118.282043,34.077698,4836387,FALSE,"1","90004.1","Los Angeles","CA"
"118",90004,35017,-118.284419,34.078735,4836388,FALSE,"1","90004.1","Los Angeles","CA"
"119",90004,35017,-118.284399,34.076717,4836389,FALSE,"1","90004.1","Los Angeles","CA"
"120",90004,35017,-118.283044,34.076126,4836390,FALSE,"1","90004.1","Los Angeles","CA"
"121",90004,35017,-118.282087,34.075677,4836391,FALSE,"1","90004.1","Los Angeles","CA"
"122",90004,35017,-118.284036,34.072629,4836392,FALSE,"1","90004.1","Los Angeles","CA"
"123",90004,35017,-118.28436,34.072782,4836393,FALSE,"1","90004.1","Los Angeles","CA"
"124",90004,35017,-118.284334,34.068528,4836394,FALSE,"1","90004.1","Los Angeles","CA"
"125",90004,35017,-118.285815,34.068986,4836395,FALSE,"1","90004.1","Los Angeles","CA"
"126",90004,35017,-118.289365,34.069056,4836396,FALSE,"1","90004.1","Los Angeles","CA"
"127",90004,35017,-118.289764,34.070396,4836397,FALSE,"1","90004.1","Los Angeles","CA"
"128",90004,35017,-118.291666,34.070382,4836398,FALSE,"1","90004.1","Los Angeles","CA"
"129",90004,35017,-118.291662,34.069052,4836399,FALSE,"1","90004.1","Los Angeles","CA"
"130",90004,35017,-118.301597,34.06901,4836400,FALSE,"1","90004.1","Los Angeles","CA"
"131",90004,35017,-118.301662,34.071186,4836401,FALSE,"1","90004.1","Los Angeles","CA"
"132",90004,35017,-118.302917,34.071178,4836402,FALSE,"1","90004.1","Los Angeles","CA"
"133",90004,35017,-118.302901,34.069119,4836403,FALSE,"1","90004.1","Los Angeles","CA"
"134",90004,35017,-118.309114,34.068961,4836404,FALSE,"1","90004.1","Los Angeles","CA"
"135",90004,35017,-118.337348,34.068911,4836405,FALSE,"1","90004.1","Los Angeles","CA"
"136",90004,35017,-118.337734,34.068981,4836406,FALSE,"1","90004.1","Los Angeles","CA"
"137",90004,35017,-118.337995,34.080294,4836407,FALSE,"1","90004.1","Los Angeles","CA"
"138",90004,35017,-118.338496,34.080292,4836408,FALSE,"1","90004.1","Los Angeles","CA"
"139",90004,35017,-118.338583,34.083457,4836409,FALSE,"1","90004.1","Los Angeles","CA"
"140",90005,15556,-118.337616,34.060423,4836410,FALSE,"1","90005.1","Los Angeles","CA"
"141",90005,15556,-118.337054,34.060564,4836411,FALSE,"1","90005.1","Los Angeles","CA"
"142",90005,15556,-118.3354,34.062054,4836412,FALSE,"1","90005.1","Los Angeles","CA"
"143",90005,15556,-118.335259,34.060846,4836413,FALSE,"1","90005.1","Los Angeles","CA"
"144",90005,15556,-118.330778,34.060956,4836414,FALSE,"1","90005.1","Los Angeles","CA"
"145",90005,15556,-118.324868,34.06034,4836415,FALSE,"1","90005.1","Los Angeles","CA"
"146",90005,15556,-118.324045,34.061839,4836416,FALSE,"1","90005.1","Los Angeles","CA"
"147",90005,15556,-118.321406,34.061779,4836417,FALSE,"1","90005.1","Los Angeles","CA"
"148",90005,15556,-118.321412,34.063581,4836418,FALSE,"1","90005.1","Los Angeles","CA"
"149",90005,15556,-118.319959,34.063547,4836419,FALSE,"1","90005.1","Los Angeles","CA"
"150",90005,15556,-118.319952,34.061746,4836420,FALSE,"1","90005.1","Los Angeles","CA"
"151",90005,15556,-118.317203,34.060762,4836421,FALSE,"1","90005.1","Los Angeles","CA"
"152",90005,15556,-118.309082,34.060675,4836422,FALSE,"1","90005.1","Los Angeles","CA"
"153",90005,15556,-118.309078,34.059671,4836423,FALSE,"1","90005.1","Los Angeles","CA"
"154",90005,15556,-118.298716,34.059733,4836424,FALSE,"1","90005.1","Los Angeles","CA"
"155",90005,15556,-118.298722,34.061753,4836425,FALSE,"1","90005.1","Los Angeles","CA"
"156",90005,15556,-118.296633,34.061765,4836426,FALSE,"1","90005.1","Los Angeles","CA"
"157",90005,15556,-118.296637,34.063589,4836427,FALSE,"1","90005.1","Los Angeles","CA"
"158",90005,15556,-118.295365,34.063595,4836428,FALSE,"1","90005.1","Los Angeles","CA"
"159",90005,15556,-118.294129,34.061779,4836429,FALSE,"1","90005.1","Los Angeles","CA"
"160",90005,15556,-118.294142,34.05976,4836430,FALSE,"1","90005.1","Los Angeles","CA"
"161",90005,15556,-118.291633,34.059775,4836431,FALSE,"1","90005.1","Los Angeles","CA"
"162",90005,15556,-118.291638,34.061793,4836432,FALSE,"1","90005.1","Los Angeles","CA"
"163",90005,15556,-118.289895,34.061803,4836433,FALSE,"1","90005.1","Los Angeles","CA"
"164",90005,15556,-118.289914,34.063691,4836434,FALSE,"1","90005.1","Los Angeles","CA"
"165",90005,15556,-118.284302,34.063715,4836435,FALSE,"1","90005.1","Los Angeles","CA"
"166",90005,15556,-118.282294,34.062865,4836436,FALSE,"1","90005.1","Los Angeles","CA"
"167",90005,15556,-118.2842,34.059946,4836437,FALSE,"1","90005.1","Los Angeles","CA"
"168",90005,15556,-118.284238,34.055845,4836438,FALSE,"1","90005.1","Los Angeles","CA"
"169",90005,15556,-118.309064,34.055846,4836439,FALSE,"1","90005.1","Los Angeles","CA"
"170",90005,15556,-118.318081,34.05585,4836440,FALSE,"1","90005.1","Los Angeles","CA"
"171",90005,15556,-118.318774,34.05513,4836441,FALSE,"1","90005.1","Los Angeles","CA"
"172",90005,15556,-118.327462,34.058516,4836442,FALSE,"1","90005.1","Los Angeles","CA"
"173",90005,15556,-118.328281,34.056741,4836443,FALSE,"1","90005.1","Los Angeles","CA"
"174",90005,15556,-118.32791,34.055256,4836444,FALSE,"1","90005.1","Los Angeles","CA"
"175",90005,15556,-118.330074,34.055869,4836445,FALSE,"1","90005.1","Los Angeles","CA"
"176",90005,15556,-118.328684,34.058899,4836446,FALSE,"1","90005.1","Los Angeles","CA"
"177",90005,15556,-118.334975,34.059177,4836447,FALSE,"1","90005.1","Los Angeles","CA"
"178",90005,15556,-118.336705,34.058597,4836448,FALSE,"1","90005.1","Los Angeles","CA"
"179",90005,15556,-118.338167,34.058981,4836449,FALSE,"1","90005.1","Los Angeles","CA"
"180",90005,15556,-118.337616,34.060423,4836450,FALSE,"1","90005.1","Los Angeles","CA"
"181",90005,15556,-118.315406,34.063147,4836451,FALSE,"2","90005.2","Los Angeles","CA"
"182",90005,15556,-118.314839,34.063121,4836452,FALSE,"2","90005.2","Los Angeles","CA"
"183",90005,15556,-118.31436,34.063207,4836453,FALSE,"2","90005.2","Los Angeles","CA"
"184",90005,15556,-118.313731,34.063419,4836454,FALSE,"2","90005.2","Los Angeles","CA"
"185",90005,15556,-118.313157,34.063516,4836455,FALSE,"2","90005.2","Los Angeles","CA"
"186",90005,15556,-118.310339,34.063516,4836456,FALSE,"2","90005.2","Los Angeles","CA"
"187",90005,15556,-118.310332,34.061693,4836457,FALSE,"2","90005.2","Los Angeles","CA"
"188",90005,15556,-118.315261,34.061696,4836458,FALSE,"2","90005.2","Los Angeles","CA"
"189",90005,15556,-118.315406,34.063147,4836459,FALSE,"2","90005.2","Los Angeles","CA"
"190",90005,15556,-118.301597,34.06356,4836460,FALSE,"3","90005.3","Los Angeles","CA"
"191",90005,15556,-118.299197,34.063574,4836461,FALSE,"3","90005.3","Los Angeles","CA"
"192",90005,15556,-118.299191,34.06175,4836462,FALSE,"3","90005.3","Los Angeles","CA"
"193",90005,15556,-118.301597,34.061736,4836463,FALSE,"3","90005.3","Los Angeles","CA"
"194",90005,15556,-118.301597,34.06356,4836464,FALSE,"3","90005.3","Los Angeles","CA"
"195",90005,15556,-118.292914,34.063604,4836465,FALSE,"4","90005.4","Los Angeles","CA"
"196",90005,15556,-118.291644,34.063683,4836466,FALSE,"4","90005.4","Los Angeles","CA"
"197",90005,15556,-118.291638,34.061793,4836467,FALSE,"4","90005.4","Los Angeles","CA"
"198",90005,15556,-118.292908,34.061786,4836468,FALSE,"4","90005.4","Los Angeles","CA"
"199",90005,15556,-118.292914,34.063604,4836469,FALSE,"4","90005.4","Los Angeles","CA"
"200",90005,15556,-118.304108,34.061857,4836470,FALSE,"5","90005.5","Los Angeles","CA"
"201",90005,15556,-118.304107,34.063545,4836471,FALSE,"5","90005.5","Los Angeles","CA"
"202",90005,15556,-118.302852,34.063553,4836472,FALSE,"5","90005.5","Los Angeles","CA"
"203",90005,15556,-118.302852,34.061729,4836473,FALSE,"5","90005.5","Los Angeles","CA"
"204",90005,15556,-118.304174,34.061721,4836474,FALSE,"5","90005.5","Los Angeles","CA"
"205",90005,15556,-118.304108,34.061857,4836475,FALSE,"5","90005.5","Los Angeles","CA"
"206",90006,25446,-118.309033,34.047192,4836476,FALSE,"1","90006.1","Los Angeles","CA"
"207",90006,25446,-118.309041,34.049402,4836477,FALSE,"1","90006.1","Los Angeles","CA"
"208",90006,25446,-118.31013,34.049401,4836478,FALSE,"1","90006.1","Los Angeles","CA"
"209",90006,25446,-118.31013,34.054438,4836479,FALSE,"1","90006.1","Los Angeles","CA"
"210",90006,25446,-118.309059,34.054438,4836480,FALSE,"1","90006.1","Los Angeles","CA"
"211",90006,25446,-118.309064,34.055846,4836481,FALSE,"1","90006.1","Los Angeles","CA"
"212",90006,25446,-118.284238,34.055845,4836482,FALSE,"1","90006.1","Los Angeles","CA"
"213",90006,25446,-118.275461,34.05188,4836483,FALSE,"1","90006.1","Los Angeles","CA"
"214",90006,25446,-118.274313,34.051362,4836484,FALSE,"1","90006.1","Los Angeles","CA"
"215",90006,25446,-118.276532,34.050232,4836485,FALSE,"1","90006.1","Los Angeles","CA"
"216",90006,25446,-118.278433,34.047301,4836486,FALSE,"1","90006.1","Los Angeles","CA"
"217",90006,25446,-118.280348,34.046193,4836487,FALSE,"1","90006.1","Los Angeles","CA"
"218",90006,25446,-118.277897,34.045086,4836488,FALSE,"1","90006.1","Los Angeles","CA"
"219",90006,25446,-118.279689,34.043821,4836489,FALSE,"1","90006.1","Los Angeles","CA"
"220",90006,25446,-118.282846,34.039285,4836490,FALSE,"1","90006.1","Los Angeles","CA"
"221",90006,25446,-118.284102,34.039855,4836491,FALSE,"1","90006.1","Los Angeles","CA"
"222",90006,25446,-118.300349,34.039969,4836492,FALSE,"1","90006.1","Los Angeles","CA"
"223",90006,25446,-118.308999,34.039939,4836493,FALSE,"1","90006.1","Los Angeles","CA"
"224",90006,25446,-118.309016,34.043567,4836494,FALSE,"1","90006.1","Los Angeles","CA"
"225",90006,25446,-118.310147,34.045374,4836495,FALSE,"1","90006.1","Los Angeles","CA"
"226",90006,25446,-118.309033,34.047192,4836496,FALSE,"1","90006.1","Los Angeles","CA"
"227",90007,19363,-118.301494,34.030893,4836497,FALSE,"1","90007.1","Los Angeles","CA"
"228",90007,19363,-118.300241,34.030899,4836498,FALSE,"1","90007.1","Los Angeles","CA"
"229",90007,19363,-118.300349,34.039969,4836499,FALSE,"1","90007.1","Los Angeles","CA"
"230",90007,19363,-118.284102,34.039855,4836500,FALSE,"1","90007.1","Los Angeles","CA"
"231",90007,19363,-118.284023,34.038181,4836501,FALSE,"1","90007.1","Los Angeles","CA"
"232",90007,19363,-118.282853,34.037618,4836502,FALSE,"1","90007.1","Los Angeles","CA"
"233",90007,19363,-118.281547,34.037893,4836503,FALSE,"1","90007.1","Los Angeles","CA"
"234",90007,19363,-118.281847,34.03744,4836504,FALSE,"1","90007.1","Los Angeles","CA"
"235",90007,19363,-118.279613,34.037817,4836505,FALSE,"1","90007.1","Los Angeles","CA"
"236",90007,19363,-118.277705,34.036951,4836506,FALSE,"1","90007.1","Los Angeles","CA"
"237",90007,19363,-118.279192,34.034654,4836507,FALSE,"1","90007.1","Los Angeles","CA"
"238",90007,19363,-118.278222,34.03422,4836508,FALSE,"1","90007.1","Los Angeles","CA"
"239",90007,19363,-118.276743,34.036515,4836509,FALSE,"1","90007.1","Los Angeles","CA"
"240",90007,19363,-118.274283,34.035398,4836510,FALSE,"1","90007.1","Los Angeles","CA"
"241",90007,19363,-118.264679,34.030991,4836511,FALSE,"1","90007.1","Los Angeles","CA"
"242",90007,19363,-118.266051,34.028952,4836512,FALSE,"1","90007.1","Los Angeles","CA"
"243",90007,19363,-118.26492,34.028413,4836513,FALSE,"1","90007.1","Los Angeles","CA"
"244",90007,19363,-118.267099,34.027311,4836514,FALSE,"1","90007.1","Los Angeles","CA"
"245",90007,19363,-118.268671,34.024847,4836515,FALSE,"1","90007.1","Los Angeles","CA"
"246",90007,19363,-118.271601,34.020256,4836516,FALSE,"1","90007.1","Los Angeles","CA"
"247",90007,19363,-118.268371,34.018818,4836517,FALSE,"1","90007.1","Los Angeles","CA"
"248",90007,19363,-118.272625,34.018654,4836518,FALSE,"1","90007.1","Los Angeles","CA"
"249",90007,19363,-118.274021,34.016452,4836519,FALSE,"1","90007.1","Los Angeles","CA"
"250",90007,19363,-118.274009,34.013057,4836520,FALSE,"1","90007.1","Los Angeles","CA"
"251",90007,19363,-118.280303,34.01559,4836521,FALSE,"1","90007.1","Los Angeles","CA"
"252",90007,19363,-118.280849,34.014518,4836522,FALSE,"1","90007.1","Los Angeles","CA"
"253",90007,19363,-118.281066,34.015617,4836523,FALSE,"1","90007.1","Los Angeles","CA"
"254",90007,19363,-118.282754,34.015665,4836524,FALSE,"1","90007.1","Los Angeles","CA"
"255",90007,19363,-118.282759,34.016514,4836525,FALSE,"1","90007.1","Los Angeles","CA"
"256",90007,19363,-118.287607,34.015636,4836526,FALSE,"1","90007.1","Los Angeles","CA"
"257",90007,19363,-118.291537,34.015481,4836527,FALSE,"1","90007.1","Los Angeles","CA"
"258",90007,19363,-118.293071,34.01816,4836528,FALSE,"1","90007.1","Los Angeles","CA"
"259",90007,19363,-118.300165,34.018177,4836529,FALSE,"1","90007.1","Los Angeles","CA"
"260",90007,19363,-118.30022,34.02731,4836530,FALSE,"1","90007.1","Los Angeles","CA"
"261",90007,19363,-118.301474,34.027306,4836531,FALSE,"1","90007.1","Los Angeles","CA"
"262",90007,19363,-118.301494,34.030893,4836532,FALSE,"1","90007.1","Los Angeles","CA"
"263",90007,19363,-118.291535,34.018157,4836533,TRUE,"2","90007.2","Los Angeles","CA"
"264",90007,19363,-118.281756,34.018123,4836534,TRUE,"2","90007.2","Los Angeles","CA"
"265",90007,19363,-118.280141,34.01741,4836535,TRUE,"2","90007.2","Los Angeles","CA"
"266",90007,19363,-118.280011,34.017711,4836536,TRUE,"2","90007.2","Los Angeles","CA"
"267",90007,19363,-118.27984,34.018064,4836537,TRUE,"2","90007.2","Los Angeles","CA"
"268",90007,19363,-118.279609,34.018489,4836538,TRUE,"2","90007.2","Los Angeles","CA"
"269",90007,19363,-118.282201,34.018428,4836539,TRUE,"2","90007.2","Los Angeles","CA"
"270",90007,19363,-118.279978,34.021916,4836540,TRUE,"2","90007.2","Los Angeles","CA"
"271",90007,19363,-118.287597,34.025271,4836541,TRUE,"2","90007.2","Los Angeles","CA"
"272",90007,19363,-118.291285,34.025442,4836542,TRUE,"2","90007.2","Los Angeles","CA"
"273",90007,19363,-118.291535,34.018157,4836543,TRUE,"2","90007.2","Los Angeles","CA"
"274",90008,25599,-118.374079,34.014851,4836544,FALSE,"1","90008.1","Los Angeles","CA"
"275",90008,25599,-118.372627,34.018471,4836545,FALSE,"1","90008.1","Los Angeles","CA"
"276",90008,25599,-118.371781,34.019123,4836546,FALSE,"1","90008.1","Los Angeles","CA"
"277",90008,25599,-118.367239,34.018395,4836547,FALSE,"1","90008.1","Los Angeles","CA"
"278",90008,25599,-118.360994,34.018037,4836548,FALSE,"1","90008.1","Los Angeles","CA"
"279",90008,25599,-118.353631,34.018282,4836549,FALSE,"1","90008.1","Los Angeles","CA"
"280",90008,25599,-118.353611,34.017286,4836550,FALSE,"1","90008.1","Los Angeles","CA"
"281",90008,25599,-118.35046,34.017276,4836551,FALSE,"1","90008.1","Los Angeles","CA"
"282",90008,25599,-118.350433,34.018271,4836552,FALSE,"1","90008.1","Los Angeles","CA"
"283",90008,25599,-118.347527,34.017056,4836553,FALSE,"1","90008.1","Los Angeles","CA"
"284",90008,25599,-118.345182,34.018253,4836554,FALSE,"1","90008.1","Los Angeles","CA"
"285",90008,25599,-118.336318,34.018223,4836555,FALSE,"1","90008.1","Los Angeles","CA"
"286",90008,25599,-118.336465,34.016512,4836556,FALSE,"1","90008.1","Los Angeles","CA"
"287",90008,25599,-118.335312,34.016419,4836557,FALSE,"1","90008.1","Los Angeles","CA"
"288",90008,25599,-118.335312,34.018221,4836558,FALSE,"1","90008.1","Los Angeles","CA"
"289",90008,25599,-118.3329,34.018232,4836559,FALSE,"1","90008.1","Los Angeles","CA"
"290",90008,25599,-118.327078,34.018255,4836560,FALSE,"1","90008.1","Los Angeles","CA"
